Price,rooms,price_per_m2,level,levels,year,area_total,area_living,area_kitchen,street,publish_date
250000.0,1.0,3571.0,4.0,14.0,2012.0,70.0,22.0,27.0,Окіпної,2 березня 2016 р.
205000.0,1.0,3796.0,13.0,14.0,2017.0,54.0,18.0,25.0,Саперне Поле,7 липня 2020 р.
38500.0,1.0,1196.0,4.0,5.0,1960.0,,,,Олени Теліги,3 грудня 2020 р.
99999.0,2.0,1667.0,15.0,26.0,2013.0,60.0,39.0,16.0,Кондратюка,15 червня 2020 р.
120000.0,3.0,1739.0,1.0,9.0,1977.0,69.0,,,Мечнікова,3 липня 2020 р.
150000.0,3.0,1829.0,5.0,12.0,1997.0,82.0,42.0,9.0,Героїв Сталінграда,4 листопада 2020 р.
285000.0,4.0,1900.0,8.0,9.0,,150.0,,22.0,Рибальська,
72500.0,2.0,1394.0,4.0,4.0,2019.0,52.0,30.0,,Березова,4 лютого
750000.0,3.0,5000.0,10.0,14.0,2017.0,150.0,95.0,18.0,Саперне Поле,27 березня 2018 р.
493000.0,4.0,4287.0,12.0,24.0,2019.0,115.0,80.0,20.0,Антоновича,21 жовтня 2020 р.
290000.0,3.0,3333.0,22.0,25.0,2019.0,87.0,55.0,15.0,Маккейна,17 вересня 2020 р.
247000.0,3.0,2100.0,13.0,17.0,2019.0,,63.0,15.0,Лейпцизька,26 липня 2020 р.
90000.0,2.0,1139.0,13.0,23.0,2015.0,79.0,34.0,18.0,Драгоманова,13 листопада 2020 р.
80000.0,3.0,1250.0,9.0,9.0,1972.0,64.0,,,Коновальця,14 вересня 2015 р.
103900.0,3.0,1071.0,21.0,25.0,,97.0,51.0,16.0,Василя Стуса,
265000.0,3.0,2944.0,13.0,17.0,2006.0,90.0,38.0,42.0,Тютюнника,26 вересня 2019 р.
105000.0,3.0,1641.0,1.0,5.0,1957.0,64.0,40.0,8.0,Січових Стрільців,31 липня 2020 р.
78000.0,2.0,1696.0,5.0,11.0,2018.0,46.0,20.0,20.0,Райдужна,21 вересня 2020 р.
44900.0,1.0,1182.0,7.0,10.0,1988.0,38.0,17.0,8.0,Закревського,21 лютого
494000.0,6.0,1502.0,8.0,10.0,1996.0,329.0,193.0,47.0,Тургенєвська,8 липня 2020 р.
46500.0,2.0,1257.0,5.0,5.0,1962.0,37.0,22.0,7.0,Васильківська,12 листопада 2020 р.
55000.0,2.0,1078.0,9.0,10.0,1982.0,51.0,31.0,8.0,Зої Космодем'янської,28 грудня 2020 р.
59280.0,2.0,874.0,5.0,26.0,,,,,Радченка,
56000.0,1.0,1273.0,11.0,25.0,,44.0,,,Сверстюка,
47500.0,1.0,1105.0,10.0,18.0,2006.0,43.0,20.0,10.0,Милославська,19 вересня 2020 р.
100000.0,2.0,1099.0,8.0,9.0,1970.0,91.0,,,Метрологічна,27 серпня 2015 р.
103000.0,1.0,2341.0,,,,44.0,,,Деміївська,21 березня 2020 р.
95000.0,3.0,1118.0,2.0,15.0,2019.0,85.0,47.0,13.0,Перемоги,9 вересня 2020 р.
76800.0,3.0,985.0,2.0,5.0,1958.0,78.0,78.0,9.0,Вишгородська,10 липня 2020 р.
257500.0,2.0,4769.0,8.0,25.0,2015.0,54.0,,,Маккейна,7 липня 2020 р.
52500.0,1.0,1094.0,9.0,22.0,,48.0,,21.0,,
302200.0,4.0,2001.0,5.0,22.0,2013.0,151.0,,,Перемоги,25 лютого
63500.0,2.0,814.0,22.0,25.0,,78.0,36.0,12.0,Балтійський,
550000.0,4.0,3416.0,8.0,26.0,2009.0,161.0,67.0,40.0,Звіринецька,14 травня 2020 р.
98700.0,2.0,1484.0,15.0,25.0,2019.0,,,19.0,Ревуцького,26 лютого
80000.0,1.0,2105.0,11.0,21.0,2017.0,38.0,12.0,15.0,Правди,8 липня 2020 р.
35000.0,1.0,946.0,8.0,9.0,1992.0,37.0,19.0,7.0,Милославська,22 лютого
56000.0,2.0,851.0,14.0,24.0,,,,,Вербицького,
36000.0,1.0,1333.0,4.0,5.0,1960.0,27.0,,,Новгородська,вчора о 01:01
87000.0,1.0,1839.0,2.0,25.0,2015.0,,25.0,10.0,Бажана,1 лютого
220000.0,5.0,1222.0,5.0,6.0,,180.0,72.0,12.0,Канівська,
109000.0,3.0,1253.0,7.0,16.0,,87.0,,,Максимовича,
125000.0,2.0,1689.0,23.0,25.0,2016.0,74.0,,,Донця,31 серпня 2020 р.
600000.0,3.0,4800.0,2.0,14.0,,125.0,,,Драгомирова,
60000.0,1.0,1277.0,5.0,16.0,,47.0,22.0,,Тираспольська,
15700000.0,3.0,157000.0,2.0,4.0,1917.0,100.0,76.0,12.0,Саксаганського,24 лютого
45000.0,1.0,1214.9,5.0,16.0,1990.0,,,,Тираспольська,18 січня
160000.0,3.0,1356.0,11.0,25.0,2015.0,118.0,85.0,33.0,Зарічна,27 листопада 2020 р.
65000.0,2.0,1413.0,11.0,16.0,1981.0,46.0,27.0,9.0,Гонгадзе,7 січня
495000.0,3.0,4420.0,13.0,39.0,2017.0,112.0,,,Українки,6 лютого 2019 р.
59000.0,2.0,1283.0,3.0,5.0,1965.0,46.0,,,Світлицького,14 грудня 2020 р.
68000.0,2.0,1447.0,5.0,10.0,1970.0,47.0,35.0,7.0,Воробйова,8 червня 2015 р.
81000.0,3.0,1012.0,17.0,25.0,2018.0,80.0,60.0,14.0,Каховська,22 січня
67000.0,1.0,1675.0,9.0,23.0,,40.0,,12.0,Глибочицька,
170000.0,3.0,1339.0,3.0,3.0,1954.0,127.0,86.0,30.0,Білокур,22 грудня 2020 р.
54500.0,1.0,996.0,23.0,25.0,,,,12.0,Балтійський,
232000.0,3.0,1706.0,11.0,13.0,2014.0,136.0,70.0,,Антоновича,4 січня
75000.0,2.0,789.0,18.0,25.0,,,,,Кондратюка,
99000.0,1.0,2152.0,3.0,4.0,1898.0,46.0,25.0,10.0,Гончара,8 липня 2020 р.
55000.0,1.0,1310.0,6.0,25.0,2019.0,42.0,13.0,9.0,Ревуцького,29 січня
475000.0,3.0,5000.0,3.0,13.0,2017.0,95.0,66.0,13.0,,
70000.0,1.0,1659.0,1.0,19.0,2006.0,,18.0,10.0,Драгоманова,1 червня 2020 р.
79900.0,2.0,1211.0,24.0,25.0,2013.0,66.0,36.0,13.0,Сім’ї Кульженків,13 грудня 2020 р.
215767.9,3.0,2157.7,8.0,16.0,2000.0,100.0,57.0,12.0,Панельна,6 грудня 2015 р.
155000.0,3.0,1550.0,13.0,16.0,2012.0,100.0,55.0,16.0,Вільямса,4 червня 2020 р.
100000.0,1.0,1667.0,13.0,25.0,2008.0,60.0,21.0,17.0,Голосіївська,вчора о 21:10
1010000.0,4.0,5674.0,23.0,26.0,2017.0,178.0,92.0,22.0,Оболонський,24 грудня 2019 р.
45000.0,1.0,1500.0,1.0,9.0,1975.0,30.0,16.0,5.0,Миколи Голего,15 лютого
80000.0,1.0,1333.0,4.0,24.0,2012.0,60.0,,,Дніпровська,21 січня
115000.0,2.0,1575.0,21.0,25.0,2015.0,73.0,37.0,15.0,Малиновського,25 січня 2017 р.
620000.0,5.0,3605.0,14.0,17.0,2001.0,172.0,93.0,13.0,Назарівська,21 жовтня 2020 р.
250500.0,6.0,1668.0,13.0,14.0,1978.0,,81.0,13.0,Гоголівська,14 січня
39000.0,1.0,1345.0,1.0,5.0,1963.0,29.0,16.0,5.0,Дорогожицька,29 січня
30970.0,1.0,1106.0,12.0,13.0,2013.0,28.0,13.0,5.0,Петропавлівська,1 лютого
360000.0,5.0,2400.0,5.0,6.0,1936.0,150.0,120.0,15.0,Грушевського,13 грудня 2018 р.
250000.0,2.0,2976.0,15.0,23.0,2008.0,84.0,60.0,15.0,Іллєнка,8 лютого
95000.0,1.0,1863.0,22.0,25.0,2018.0,51.0,14.0,20.0,Липківського,4 серпня 2020 р.
63900.0,1.0,761.0,13.0,14.0,2013.0,84.0,44.0,18.0,Ушинського,17 липня 2020 р.
81000.0,2.0,1528.0,13.0,25.0,2020.0,53.0,,,Польова,19 вересня 2020 р.
219000.0,1.0,3776.0,2.0,9.0,2019.0,58.0,20.0,20.0,Саперне Поле,16 жовтня 2020 р.
162000.0,3.0,1604.0,19.0,26.0,2017.0,101.0,55.0,25.0,Панельна,29 грудня 2020 р.
199000.0,2.0,2073.0,10.0,25.0,2005.0,96.0,43.0,16.0,Коновальця,2 вересня 2020 р.
260000.0,3.0,2321.0,14.0,18.0,2013.0,112.0,60.0,17.0,Хмельницького,12 лютого 2018 р.
163000.0,1.0,3622.0,2.0,22.0,2015.0,45.0,22.0,12.0,Маккейна,27 листопада 2019 р.
499000.0,2.0,4990.0,22.0,25.0,2019.0,100.0,,,Антоновича,2 жовтня 2019 р.
310000.0,3.0,1925.0,3.0,18.0,2009.0,161.0,120.0,35.0,Толстого,28 жовтня 2020 р.
99800.0,3.0,1535.0,6.0,8.0,1962.0,65.0,,,Дружби Народів,17 січня
130000.0,1.0,3023.0,9.0,26.0,,43.0,,,Оболонський,
70000.0,2.0,1273.0,4.0,5.0,1938.0,55.0,39.0,8.0,Багговутівська,17 грудня 2020 р.
44500.0,2.0,1025.0,1.0,5.0,1961.0,,29.0,6.0,Антонова,2 вересня 2020 р.
199000.0,2.0,2488.0,2.0,5.0,1937.0,80.0,40.0,,Володимирська,4 листопада 2019 р.
120000.0,2.0,2500.0,9.0,9.0,1972.0,48.0,,,Українки,5 серпня 2020 р.
68750.0,2.0,892.9,7.0,16.0,,77.0,34.0,12.0,Сім’ї Кульженків,
162000.0,3.0,1800.0,11.0,26.0,2005.0,90.0,48.0,23.0,Коновальця,16 квітня 2018 р.
209000.0,2.0,2580.0,2.0,10.0,2003.0,81.0,40.0,15.0,Мирного,5 серпня 2020 р.
275000.0,2.0,2926.0,15.0,16.0,2006.0,94.0,,48.0,Московська,16 січня
38000.0,1.0,1056.0,8.0,9.0,1984.0,36.0,18.0,8.0,Жмеринська,28 лютого
114000.0,3.0,1583.0,6.0,7.0,1959.0,72.0,51.0,9.0,Бойчука,30 жовтня 2020 р.
161000.0,2.0,1809.0,17.0,25.0,2018.0,89.0,,,Липківського,15 травня 2020 р.
330000.0,3.0,3000.0,18.0,24.0,2018.0,110.0,60.0,40.0,Лабораторний,15 травня 2020 р.
1500000.0,5.0,5000.0,,,,300.0,,,Інститутська,10 грудня 2020 р.
99000.0,3.0,1375.0,9.0,10.0,1977.0,72.0,,,Українки,14 квітня 2020 р.
295000.0,3.0,2757.0,6.0,6.0,1914.0,107.0,74.0,11.0,Хрещатик,7 липня 2020 р.
62000.0,1.0,1512.0,2.0,25.0,,41.0,14.0,14.0,Дніпровська,
108000.0,1.0,2160.0,2.0,25.0,2019.0,50.0,30.0,10.0,Осокорська,14 січня
255000.0,4.0,2024.0,16.0,25.0,2016.0,126.0,70.0,15.0,Саперне Поле,31 травня 2017 р.
68000.0,3.0,907.0,5.0,15.0,1993.0,75.0,43.0,8.0,Комарова,24 квітня 2019 р.
164000.0,2.0,2702.0,30.0,30.0,,,,12.0,Драгомирова,
139000.0,3.0,1252.0,23.0,36.0,2007.0,111.0,60.0,18.0,Срібнокільська,25 серпня 2019 р.
115000.0,2.0,1337.0,11.0,25.0,2008.0,86.0,,,Чоколівський,12 лютого
104000.0,1.0,1857.0,10.0,24.0,,56.0,16.0,16.0,Звіринецька,
85000.0,1.0,1518.0,7.0,14.0,,56.0,20.0,14.0,Вишгородська,
190000.0,2.0,3585.0,3.0,20.0,2019.0,53.0,18.0,20.0,Драгомирова,
229000.0,3.0,2140.0,7.0,25.0,2007.0,107.0,50.0,,Героїв Сталінграда,2 березня 2016 р.
65000.0,2.0,1161.0,3.0,4.0,1952.0,56.0,34.0,9.0,Будівельників,28 грудня 2020 р.
250000.0,2.0,2976.0,15.0,23.0,2008.0,84.0,60.0,15.0,Іллєнка,8 лютого
105000.0,3.0,1117.0,6.0,22.0,2010.0,94.0,47.0,15.0,Урлівська,10 листопада 2020 р.
57000.0,2.0,919.0,15.0,21.0,,62.0,26.0,26.0,Сормовська,
65000.0,1.0,1182.0,5.0,18.0,,55.0,,21.0,Правди,
98000.0,2.0,1388.0,8.0,25.0,2006.0,,,,Верховинна,22 вересня 2020 р.
55000.0,2.0,1058.0,2.0,9.0,1986.0,52.0,29.0,8.0,Вербицького,вчора о 14:30
55000.0,1.0,1618.0,5.0,33.0,,34.0,,9.0,,
115000.0,2.0,2170.0,7.0,7.0,1961.0,53.0,35.0,,Велика Васильківська,4 вересня 2020 р.
158364.0,2.0,1760.0,4.0,11.0,,90.0,45.0,20.0,Бойчука,
80000.0,1.0,2000.0,11.0,25.0,2011.0,40.0,19.0,11.0,Лобановського,5 травня 2016 р.
41000.0,2.0,909.0,2.0,3.0,1959.0,,,,Миколи Шепелєва,28 січня
435000.0,2.0,3625.0,2.0,10.0,1998.0,120.0,85.0,10.0,Кропивницького,5 липня 2020 р.
100000.0,1.0,2000.0,3.0,23.0,2016.0,50.0,28.0,20.0,Трускавецька,4 березня 2019 р.
110000.0,1.0,1930.0,19.0,25.0,2008.0,57.0,,,Голосіївська,29 жовтня 2020 р.
88107.1,2.0,1223.7,23.0,26.0,,72.0,34.0,15.0,Маланюка,
130000.0,1.0,2653.0,4.0,16.0,,49.0,18.0,16.0,Драгомирова,
125000.0,2.0,1866.0,4.0,9.0,2018.0,67.0,,,Юнацька,14 січня
89000.0,2.0,1413.0,12.0,14.0,2013.0,63.0,,11.0,Максимовича,19 грудня 2020 р.
110000.0,3.0,1122.0,4.0,25.0,2010.0,98.0,59.0,14.0,Комарова,12 вересня 2020 р.
70000.0,2.0,1167.0,7.0,12.0,2019.0,60.0,26.0,,Багговутівська,29 вересня 2020 р.
46000.0,1.0,1000.0,8.0,26.0,,46.0,,,,
84000.0,2.0,1400.0,14.0,24.0,,60.0,,10.0,Костанайська,
160000.0,3.0,1250.0,3.0,10.0,2010.0,128.0,69.0,18.0,Срібнокільська,31 січня 2020 р.
42000.0,2.0,913.0,9.0,9.0,1970.0,46.0,,,Курчатова,18 лютого
61000.0,1.0,1743.0,8.0,9.0,1974.0,35.0,17.0,6.0,Гусовського,23 лютого
130000.0,3.0,1512.0,5.0,9.0,1972.0,86.0,43.0,9.0,Українки,2 грудня 2020 р.
120000.0,3.0,1091.0,3.0,16.0,2002.0,110.0,54.0,13.0,Драгоманова,28 жовтня 2020 р.
250000.0,2.0,2874.0,11.0,23.0,2012.0,87.0,56.0,31.0,Дніпровська,17 квітня 2020 р.
125000.0,3.0,1322.0,19.0,34.0,,,,,Заболотного,
79235.0,2.0,1152.0,14.0,34.0,,,,,Заболотного,
113261.0,2.0,1421.0,9.0,36.0,1961.0,,,,Перемоги,28 листопада 2020 р.
62000.0,1.0,1403.0,24.0,25.0,,,,,Сверстюка,
131000.0,2.0,2620.0,15.0,25.0,2016.0,50.0,,21.0,Липківського,29 січня
300000.0,1.0,4000.0,18.0,24.0,2015.0,75.0,28.0,25.0,Маккейна,26 вересня 2020 р.
108000.0,3.0,1200.0,3.0,24.0,,90.0,54.0,10.0,Дніпровська,
47000.0,1.0,1621.0,2.0,5.0,1964.0,29.0,15.0,5.0,Волгоградська,15 жовтня 2020 р.
57000.0,2.0,919.0,2.0,25.0,,62.0,45.0,14.0,Новопольова,
135482.1,2.0,1782.6,1.0,25.0,2015.0,76.0,,,Драгоманова,24 лютого 2020 р.
149000.0,4.0,1192.0,3.0,8.0,2019.0,125.0,72.0,17.0,Лебедєва,17 грудня 2020 р.
85000.0,2.0,1977.0,1.0,5.0,1962.0,43.0,27.0,4.0,,1 жовтня 2018 р.
123900.0,2.0,1721.0,6.0,30.0,,72.0,46.0,15.0,Драгомирова,
150000.0,1.0,2727.0,3.0,17.0,2019.0,55.0,,,Лейпцизька,6 грудня 2019 р.
285000.0,3.0,2568.0,4.0,22.0,2014.0,111.0,60.0,35.0,Глибочицька,19 жовтня 2020 р.
115000.0,3.0,1106.0,5.0,9.0,2005.0,104.0,65.0,20.0,Салютна,23 січня
45900.0,2.0,1020.0,1.0,5.0,1965.0,45.0,30.0,4.0,Метрологічна,5 жовтня 2020 р.
60000.0,2.0,952.0,18.0,25.0,,63.0,26.0,17.0,Північно-Сирецька,
115000.0,2.0,1742.0,15.0,25.0,2018.0,66.0,30.0,18.0,Правди,24 грудня 2020 р.
44000.0,1.0,1023.0,24.0,26.0,2018.0,43.0,28.0,12.0,Вернадського,27 жовтня 2020 р.
85000.0,2.0,1700.0,4.0,25.0,2016.0,50.0,25.0,10.0,Пчілки,15 лютого
183693.7,2.0,2213.2,8.0,25.0,2019.0,83.0,44.0,15.0,Лейпцизька,2 червня 2020 р.
200000.0,3.0,2083.0,2.0,5.0,1959.0,96.0,73.0,7.0,Басейна,3 липня 2020 р.
138000.0,2.0,2060.0,13.0,25.0,2011.0,67.0,,,Шаповала,8 грудня 2020 р.
39500.0,1.0,1013.0,20.0,25.0,,39.0,,10.0,Бережанська,
123500.0,2.0,1506.0,6.0,26.0,,82.0,,18.0,Бойчука,
80000.0,2.0,1250.0,11.0,16.0,,64.0,35.0,16.0,Перемоги,
1976000.0,5.0,3800.0,17.0,25.0,2019.0,520.0,,20.0,Івана Федорова,28 листопада 2020 р.
320000.0,2.0,3232.0,13.0,24.0,2019.0,99.0,47.0,13.0,Антоновича,16 листопада 2020 р.
110000.0,2.0,1735.0,1.0,12.0,2003.0,,,,Вільямса,14 лютого
92000.0,2.0,1686.8,18.0,26.0,,,,31.0,Бойчука,
101000.0,1.0,1772.0,33.0,36.0,,57.0,,,Перемоги,
849000.0,,,,,2001.0,,,,Ковпака,6 лютого 2019 р.
85000.0,2.0,1545.0,6.0,16.0,1973.0,55.0,22.0,7.0,Русанівський,24 вересня 2020 р.
330000.0,3.0,2481.0,7.0,21.0,2010.0,133.0,70.0,22.0,Українки,7 липня 2020 р.
33900.0,1.0,1169.0,4.0,5.0,1969.0,29.0,16.0,7.0,Празька,26 лютого
165000.0,4.0,2062.0,4.0,4.0,,80.0,56.0,11.0,Гончара,
270000.0,2.0,3333.0,11.0,13.0,2019.0,81.0,32.0,20.0,Маккейна,15 вересня 2020 р.
40000.0,1.0,995.0,14.0,25.0,,,,12.0,Балтійський,
104000.0,1.0,2122.0,13.0,26.0,2015.0,49.0,25.0,14.0,Білоруська,29 вересня 2020 р.
75000.0,1.0,1442.0,4.0,25.0,2016.0,52.0,18.0,14.0,Драгоманова,8 жовтня 2020 р.
115000.0,2.0,1613.0,4.0,25.0,,,,,Липківського,
58000.0,1.0,1758.0,8.0,9.0,1972.0,33.0,19.0,,Новогоспітальна,29 вересня 2017 р.
30540.0,1.0,1021.4,9.0,26.0,,,,,Радченка,
259999.0,5.0,1625.0,5.0,6.0,1936.0,160.0,85.0,40.0,Богомольця,12 серпня 2020 р.
140000.0,3.0,1842.0,26.0,26.0,2016.0,76.0,49.0,10.0,Донця,17 листопада 2020 р.
160000.0,2.0,2078.0,3.0,26.0,,77.0,36.0,13.0,Оболонський,
200714.3,4.0,2007.1,2.0,2.0,,100.0,80.0,20.0,Щекавицька,
65000.0,3.0,1048.0,3.0,9.0,1960.0,62.0,43.0,9.0,Пожарського,14 грудня 2020 р.
74000.0,3.0,1000.0,7.0,9.0,1975.0,74.0,48.0,8.0,Полкова,21 грудня 2020 р.
66500.0,3.0,1147.0,3.0,5.0,1961.0,58.0,42.0,7.0,Донця,15 вересня 2020 р.
67000.0,2.0,1218.0,3.0,16.0,1993.0,55.0,30.0,8.0,Палладіна,28 жовтня 2020 р.
110000.0,2.0,1630.0,12.0,24.0,,,,37.0,Бойчука,
127000.0,2.0,1512.0,14.0,24.0,2018.0,84.0,43.0,14.0,Липківського,18 лютого
180000.0,2.0,1915.0,4.0,10.0,2005.0,94.0,45.0,15.0,Павлівська,4 грудня 2017 р.
63000.0,3.0,875.0,3.0,9.0,1977.0,72.0,45.0,7.0,Івашкевича,2 лютого
42900.0,2.0,998.0,1.0,5.0,,43.0,29.0,,Іскрівська,23 січня
95000.0,3.0,1234.0,16.0,25.0,2017.0,77.0,45.0,12.0,Максимовича,19 січня
255000.0,4.0,2318.0,3.0,4.0,1900.0,110.0,68.0,13.0,,12 вересня 2019 р.
100357.1,2.0,1593.0,6.0,30.0,,63.0,35.0,8.0,Драгомирова,
115000.0,1.0,2614.0,2.0,7.0,2019.0,44.0,14.0,21.0,Теремківська,27 вересня 2020 р.
113300.0,3.0,1218.0,15.0,21.0,,93.0,55.0,11.0,Осокорська,
268000.0,4.0,1381.0,18.0,20.0,2010.0,194.0,93.0,35.0,Дмитрівська,11 грудня 2020 р.
140000.0,3.0,1273.0,3.0,26.0,,110.0,,,Кондратюка,
146000.0,3.0,1718.0,1.0,9.0,2015.0,85.0,40.0,17.0,Регенераторна,5 листопада 2020 р.
63000.0,3.0,900.0,23.0,23.0,,70.0,34.0,14.0,,
495000.0,3.0,3367.0,14.0,23.0,2014.0,147.0,50.0,40.0,Глибочицька,23 вересня 2020 р.
275000.0,3.0,2644.0,5.0,24.0,2008.0,104.0,70.0,14.0,Героїв Сталінграда,27 травня 2019 р.
73500.0,2.0,1361.0,2.0,9.0,1966.0,54.0,32.0,8.0,Борщагівська,23 грудня 2020 р.
57000.0,2.0,1056.0,7.0,26.0,,54.0,28.0,9.0,Ревуцького,
121860.0,2.0,1741.0,2.0,9.0,2018.0,70.0,45.0,14.0,Юнацька,26 січня
73000.0,2.0,1000.0,21.0,25.0,,73.0,,,Заболотного,
39000.0,1.0,1147.0,3.0,5.0,1960.0,34.0,18.0,8.0,Автозаводська,10 серпня 2020 р.
92284.0,2.0,1138.0,6.0,34.0,,,,,Заболотного,
210000.0,2.0,1736.0,14.0,24.0,2008.0,121.0,60.0,30.0,Саксаганського,30 квітня 2020 р.
139900.0,4.0,1260.0,6.0,9.0,,111.0,,,Зарічна,
145000.0,2.0,1686.0,17.0,23.0,2005.0,86.0,48.0,12.0,,23 листопада 2020 р.
140000.0,2.0,2188.0,10.0,14.0,,64.0,34.0,15.0,Невська,
76000.0,3.0,1086.0,6.0,9.0,1980.0,70.0,34.0,10.0,Героїв Сталінграда,7 серпня 2020 р.
65500.0,1.0,1770.0,20.0,27.0,2019.0,37.0,14.0,9.0,Вишняківська,22 грудня 2020 р.
796000.0,4.0,4020.0,7.0,15.0,,198.0,65.0,67.0,Драгомирова,
97926.0,1.0,1900.0,9.0,30.0,,,,,Драгомирова,
46000.0,1.0,1438.0,2.0,5.0,1963.0,32.0,19.0,6.0,Гавела,19 лютого
115000.0,3.0,1135.0,13.0,25.0,2004.0,,,,Здолбунівська,22 листопада 2016 р.
430000.0,3.0,3909.0,8.0,22.0,2014.0,110.0,62.0,14.0,Драгомирова,15 лютого
3210000.0,5.0,8025.0,10.0,10.0,1961.0,400.0,250.0,50.0,Мечнікова,28 лютого
475000.0,3.0,5000.0,3.0,13.0,2017.0,95.0,66.0,13.0,,
127900.0,2.0,1776.0,13.0,24.0,2017.0,72.0,35.0,17.0,Максимовича,21 листопада 2020 р.
75000.0,2.0,1250.0,4.0,5.0,1938.0,60.0,45.0,9.0,Багговутівська,16 лютого 2019 р.
90005.0,,1915.0,8.0,15.0,,47.0,17.0,20.0,Шолуденка,
284999.0,2.0,3202.0,3.0,18.0,2005.0,89.0,50.0,16.0,Щекавицька,4 червня 2020 р.
51000.0,3.0,850.0,2.0,9.0,1972.0,60.0,40.0,6.0,Коласа,25 вересня 2020 р.
320000.0,3.0,3107.0,8.0,24.0,2013.0,103.0,,16.0,,30 травня 2017 р.
43000.0,2.0,782.0,24.0,26.0,,55.0,,11.0,,
91000.0,1.0,1750.0,33.0,35.0,,52.0,20.0,22.0,Перемоги,
185000.0,2.0,2256.0,6.0,9.0,,82.0,35.0,24.0,,
49990.0,3.0,757.0,8.0,9.0,1976.0,66.0,45.0,8.0,Наумова,14 квітня 2020 р.
89000.0,1.0,2342.0,7.0,15.0,,38.0,20.0,7.0,Перемоги,
170000.0,2.0,2656.0,5.0,7.0,1948.0,64.0,,9.0,Велика Васильківська,6 березня 2019 р.
29256.6,1.0,978.5,1.0,5.0,,,,,Червоноткацька,
46500.0,2.0,1011.0,5.0,5.0,1963.0,46.0,31.0,7.0,Вишгородська,24 лютого
